component_type,material_main,mass_g,recycled_content_pct,supplier_region,compliance_rohs,contains_hazardous_substance,repairability_bin
pcb,steel,41.71568972406139,39.07981754327217,EU,1,0,High
connector,copper,28.019580948307173,30.31903229190975,NA,1,0,Medium
cell,plastic,51.57922750349069,35.60390900786518,APAC,1,0,Medium
cell,plastic,26.25054124486045,3.703474867913715,NA,1,1,Low
cell,glass,43.68141006321905,0.0,EU,1,0,Low
connector,plastic,31.152377391330695,8.274173735469573,EU,1,0,Low
pcb,plastic,45.4383526405486,6.996730194587518,APAC,1,0,Low
housing,steel,17.416902414091005,39.99457325172668,NA,1,0,Medium
connector,copper,56.122625095805304,33.507396308813014,NA,1,0,Medium
pcb,aluminum,50.654244502534134,0.0,NA,1,0,Medium
cell,plastic,19.88631787923854,6.130981730935642,APAC,1,0,Low
housing,aluminum,28.875113588569445,9.099150044878682,NA,1,0,Low
cell,plastic,48.092669345157304,2.4896482922048566,EU,1,0,Medium
cell,aluminum,57.73887543982523,39.774612939905026,EU,1,0,Low
housing,steel,46.60771244524056,27.755225511325598,APAC,1,0,Medium
housing,aluminum,55.67362127692982,4.256750149021991,APAC,1,0,Medium
cell,aluminum,45.16153836024293,8.830967172118338,APAC,1,0,Medium
housing,steel,33.50751592134719,10.61361783400039,APAC,1,0,Low
pcb,plastic,56.08270586056291,6.087713800202732,NA,1,0,Medium
cell,steel,35.155195624888776,38.2353902598793,EU,1,0,Medium
pcb,aluminum,27.5005334270065,41.25964233738732,NA,1,0,Medium
cell,steel,40.20669172828812,40.75687194268518,EU,1,0,Medium
connector,aluminum,51.09539898743076,46.916772432404,Other,1,0,Medium
cell,copper,58.71370631668129,11.96896687145902,NA,1,0,Medium
cell,steel,29.98271600780754,6.969196007561202,APAC,1,0,Low
cell,steel,39.7787716948469,23.358174292610116,EU,1,0,Medium
cell,plastic,49.191527788320585,0.0,EU,1,0,Low
cell,glass,55.25956551573945,34.19933582518038,NA,1,0,Medium
pcb,copper,59.56430119532325,29.60648378903577,NA,1,0,Medium
pcb,steel,56.51211234626722,42.41627469513415,EU,1,0,Medium
pcb,plastic,35.65347736908873,13.452499503503875,APAC,1,1,Low
cell,plastic,44.67041598053983,53.85118526951898,APAC,1,0,Medium
cell,copper,36.684704322777186,31.838515049320307,EU,1,0,Medium
pcb,aluminum,46.02274641893423,19.044111390692755,APAC,1,0,Low
pcb,copper,35.60958442200774,0.0,APAC,1,1,Low
cell,copper,30.220938222500997,45.296538629020716,EU,0,0,Medium
housing,aluminum,38.84817572149353,33.87936954123913,NA,1,0,Low
pcb,plastic,43.58210680944642,0.0,APAC,1,0,Low
cell,steel,52.10967570708875,49.40279338935885,EU,1,0,Medium
cell,steel,40.57822682354261,47.93365738924577,APAC,1,0,Medium
cell,copper,39.952936672224205,43.131797258493016,NA,1,0,High
cell,copper,8.6,29.10257353619849,EU,1,0,Medium
cell,aluminum,38.5177054711874,29.786242987861304,NA,1,1,Medium
pcb,steel,48.21268463206534,56.78703018245787,EU,1,0,High
housing,steel,33.28024633692951,64.74034695934718,NA,1,0,Medium
pcb,plastic,30.967822285283358,0.0,APAC,1,0,Low
housing,steel,23.912791254581087,21.03717486597165,NA,1,0,Low
cell,plastic,60.70505890722776,2.5748492260161058,Other,1,0,Low
cell,steel,37.831225169945284,49.925490045990884,APAC,1,0,Medium
cell,copper,64.39711226851375,41.4580360344978,EU,1,0,Medium
pcb,plastic,37.81372190215788,35.49615075344106,EU,1,1,Medium
connector,aluminum,40.88258920229032,2.8836761593339926,APAC,1,0,Low
cell,steel,47.08526015747993,0.0,NA,1,0,Medium
cell,glass,42.82051416507232,34.31191608762051,EU,1,0,Low
housing,steel,29.39109352685583,3.9725192492586507,NA,1,1,Low
cell,aluminum,40.03848481247343,38.29335113915288,EU,1,0,Low
connector,plastic,50.633919467718805,56.7641173901878,NA,1,0,Low
cell,steel,71.59654915698812,36.66712422412878,EU,1,0,Medium
cell,copper,49.64877089819775,7.782137611998344,EU,1,0,Low
cell,steel,39.76113810490529,14.254235628220165,APAC,1,0,Low
